method,attention,type,prompt_index,prompt_text,image_path,clip_new_prompt_sim,clip_old_image_sim,clip_old_image_distance
exp,cross,8-texture,8,A cup with a dry surface,data/exp/cross/8-texture/8.png,0.33086085319519043,0.9228631258010864,0.3927767872810364
exp,cross,8-texture,9,A cup with a grainy surface,data/exp/cross/8-texture/9.png,0.3629697263240814,0.8936442136764526,0.46120667457580566
exp,cross,8-texture,10,A cup with a fuzzy surface,data/exp/cross/8-texture/10.png,0.33903878927230835,0.9310146570205688,0.37144386768341064
exp,cross,9-Transportation,1,A drawing of a boy driving a truck,data/exp/cross/9-Transportation/1.png,0.30260586738586426,0.8442660570144653,0.5580928325653076
exp,cross,9-Transportation,2,A drawing of a boy driving a motorcycle,data/exp/cross/9-Transportation/2.png,0.38751769065856934,0.4869895875453949,1.0129268169403076
exp,cross,9-Transportation,3,A drawing of a boy driving a bus,data/exp/cross/9-Transportation/3.png,0.3486260771751404,0.6431514024734497,0.8448057770729065
exp,cross,9-Transportation,4,A drawing of a boy driving a bicycle,data/exp/cross/9-Transportation/4.png,0.3057931065559387,0.5522564649581909,0.9463016390800476
exp,cross,9-Transportation,5,A drawing of a boy driving a scooter,data/exp/cross/9-Transportation/5.png,0.3863396644592285,0.6010689735412598,0.8932310938835144
exp,cross,9-Transportation,6,A drawing of a boy driving a train,data/exp/cross/9-Transportation/6.png,0.3296812176704407,0.6527413129806519,0.8333770632743835
exp,cross,9-Transportation,7,A drawing of a boy driving a submarine,data/exp/cross/9-Transportation/7.png,0.3572871685028076,0.5644086599349976,0.9333716034889221
exp,cross,9-Transportation,8,A drawing of a boy driving a helicopter,data/exp/cross/9-Transportation/8.png,0.36721551418304443,0.7094906568527222,0.7622457146644592
exp,cross,9-Transportation,9,A drawing of a boy driving a jet,data/exp/cross/9-Transportation/9.png,0.3325813114643097,0.7272908687591553,0.7385241985321045
exp,cross,9-Transportation,10,A drawing of a boy driving a spaceship,data/exp/cross/9-Transportation/10.png,0.30683261156082153,0.6915082931518555,0.7854828834533691
quadratic,self,0-animal,1,A photo of a cat riding a bicycle,data/quadratic/self/0-animal/1.png,0.4140726327896118,0.8394074440002441,0.5667321681976318
quadratic,self,0-animal,2,A photo of a dog riding a bicycle,data/quadratic/self/0-animal/2.png,0.35894832015037537,0.9015687108039856,0.4436921179294586
quadratic,self,0-animal,3,A photo of a lion riding a bicycle,data/quadratic/self/0-animal/3.png,0.4111688733100891,0.8541712760925293,0.5400532484054565
quadratic,self,0-animal,4,A photo of a tiger riding a bicycle,data/quadratic/self/0-animal/4.png,0.3934650421142578,0.8178392648696899,0.6035906076431274
quadratic,self,0-animal,5,A photo of a rabbit riding a bicycle,data/quadratic/self/0-animal/5.png,0.3882432281970978,0.8906739950180054,0.46760261058807373
quadratic,self,0-animal,6,A photo of a panda riding a bicycle,data/quadratic/self/0-animal/6.png,0.43145614862442017,0.9079154133796692,0.4291492998600006
quadratic,self,0-animal,7,A photo of a fox riding a bicycle,data/quadratic/self/0-animal/7.png,0.4105587601661682,0.8625340461730957,0.5243394374847412
quadratic,self,0-animal,8,A photo of a wolf riding a bicycle,data/quadratic/self/0-animal/8.png,0.35252368450164795,0.8533112406730652,0.5416434407234192
quadratic,self,0-animal,9,A photo of a monkey riding a bicycle,data/quadratic/self/0-animal/9.png,0.4208856523036957,0.8896295428276062,0.4698309600353241
quadratic,self,0-animal,10,A photo of an elephant riding a bicycle,data/quadratic/self/0-animal/10.png,0.40579673647880554,0.8984631299972534,0.4506371021270752
quadratic,self,1-clothes,1,A portrait of a woman wearing a jacket,data/quadratic/self/1-clothes/1.png,0.24247293174266815,0.976402223110199,0.21724504232406616
quadratic,self,1-clothes,2,A portrait of a woman wearing a sweater,data/quadratic/self/1-clothes/2.png,0.2657960057258606,0.9523661136627197,0.3086549639701843
quadratic,self,1-clothes,3,A portrait of a woman wearing a skirt,data/quadratic/self/1-clothes/3.png,0.2586798667907715,0.9894119501113892,0.14551928639411926
quadratic,self,1-clothes,4,A portrait of a woman wearing a coat,data/quadratic/self/1-clothes/4.png,0.24486204981803894,0.9753508567810059,0.22203189134597778
quadratic,self,1-clothes,5,A portrait of a woman wearing a shirt,data/quadratic/self/1-clothes/5.png,0.2527882754802704,0.9679863452911377,0.25303584337234497
quadratic,self,1-clothes,6,A portrait of a woman wearing a scarf,data/quadratic/self/1-clothes/6.png,0.27179980278015137,0.9873164892196655,0.15926998853683472
quadratic,self,1-clothes,7,A portrait of a woman wearing a hoodie,data/quadratic/self/1-clothes/7.png,0.25049859285354614,0.9304059743881226,0.37307867407798767
quadratic,self,1-clothes,8,A portrait of a woman wearing a blouse,data/quadratic/self/1-clothes/8.png,0.2714022397994995,0.9834831357002258,0.18175135552883148
quadratic,self,1-clothes,9,A portrait of a woman wearing a suit,data/quadratic/self/1-clothes/9.png,0.25348925590515137,0.9763553142547607,0.21746045351028442
quadratic,self,1-clothes,10,A portrait of a woman wearing a vest,data/quadratic/self/1-clothes/10.png,0.2750288248062134,0.9734678864479065,0.23035630583763123
quadratic,self,2-color,1,A bear holding a red balloon.,data/quadratic/self/2-color/1.png,0.343589723110199,0.9425241351127625,0.33904534578323364
quadratic,self,2-color,2,A bear holding a yellow balloon.,data/quadratic/self/2-color/2.png,0.31565967202186584,0.921431303024292,0.3964053988456726
quadratic,self,2-color,3,A bear holding a black balloon.,data/quadratic/self/2-color/3.png,0.32389917969703674,0.9838871955871582,0.17951448261737823
quadratic,self,2-color,4,A bear holding a pink balloon.,data/quadratic/self/2-color/4.png,0.366540789604187,0.9479260444641113,0.32271942496299744
quadratic,self,2-color,5,A bear holding a white balloon.,data/quadratic/self/2-color/5.png,0.3574985861778259,0.963875412940979,0.2687923014163971
quadratic,self,2-color,6,A bear holding a green balloon.,data/quadratic/self/2-color/6.png,0.3316502869129181,0.9783329963684082,0.20816853642463684
quadratic,self,2-color,7,A bear holding a purple balloon.,data/quadratic/self/2-color/7.png,0.366840124130249,0.973929762840271,0.22834311425685883
quadratic,self,2-color,8,A bear holding a orange balloon.,data/quadratic/self/2-color/8.png,0.3865627646446228,0.9369385242462158,0.3551381528377533
quadratic,self,2-color,9,A bear holding a gray balloon.,data/quadratic/self/2-color/9.png,0.3307376503944397,0.9801836609840393,0.19907961785793304
quadratic,self,2-color,10,A bear holding a brown balloon.,data/quadratic/self/2-color/10.png,0.3575097322463989,0.9201792478561401,0.3995516896247864
quadratic,self,3-decorates,1,A cake decorated with strawberries,data/quadratic/self/3-decorates/1.png,0.2650921046733856,0.9297483563423157,0.3748375475406647
quadratic,self,3-decorates,2,A cake decorated with blueberries,data/quadratic/self/3-decorates/2.png,0.268841952085495,0.9431623220443726,0.33715787529945374
quadratic,self,3-decorates,3,A cake decorated with cream,data/quadratic/self/3-decorates/3.png,0.29249686002731323,0.9029611349105835,0.4405422806739807
quadratic,self,3-decorates,4,A cake decorated with sprinkles,data/quadratic/self/3-decorates/4.png,0.30727410316467285,0.9340766668319702,0.36310675740242004
quadratic,self,3-decorates,5,A cake decorated with almonds,data/quadratic/self/3-decorates/5.png,0.2872627377510071,0.9506967663764954,0.3140164017677307
quadratic,self,3-decorates,6,A cake decorated with cherries,data/quadratic/self/3-decorates/6.png,0.2742103040218353,0.9461524486541748,0.32816916704177856
quadratic,self,3-decorates,7,A cake decorated with mints,data/quadratic/self/3-decorates/7.png,0.28824111819267273,0.9371727705001831,0.3544774651527405
quadratic,self,3-decorates,8,A cake decorated with macarons,data/quadratic/self/3-decorates/8.png,0.26989561319351196,0.95853590965271,0.28797200322151184
quadratic,self,3-decorates,9,A cake decorated with caramel,data/quadratic/self/3-decorates/9.png,0.24213625490665436,0.9722398519515991,0.2356266975402832
quadratic,self,3-decorates,10,A cake decorated with raspberries,data/quadratic/self/3-decorates/10.png,0.28653016686439514,0.9379110336303711,0.35238879919052124
quadratic,self,4-food,1,A painting of a girl holding an apple,data/quadratic/self/4-food/1.png,0.36556172370910645,0.8235118389129639,0.5941181182861328
quadratic,self,4-food,2,A painting of a girl holding a grape,data/quadratic/self/4-food/2.png,0.36550086736679077,0.7732712030410767,0.673392653465271
quadratic,self,4-food,3,A painting of a girl holding a pineapple,data/quadratic/self/4-food/3.png,0.3410036563873291,0.8785417079925537,0.49286583065986633
quadratic,self,4-food,4,A painting of a girl holding a watermelon,data/quadratic/self/4-food/4.png,0.29873013496398926,0.9467520713806152,0.32633697986602783
quadratic,self,4-food,5,A painting of a girl holding a mango,data/quadratic/self/4-food/5.png,0.37517809867858887,0.9647536873817444,0.2655050754547119
quadratic,self,4-food,6,A painting of a girl holding a strawberry,data/quadratic/self/4-food/6.png,0.30804121494293213,0.8399553298950195,0.5657644867897034
quadratic,self,4-food,7,A painting of a girl holding a peach,data/quadratic/self/4-food/7.png,0.3567832410335541,0.8866158723831177,0.47620195150375366
quadratic,self,4-food,8,A painting of a girl holding a papaya,data/quadratic/self/4-food/8.png,0.31179797649383545,0.9345352649688721,0.36184176802635193
quadratic,self,4-food,9,A painting of a girl holding a kiwi,data/quadratic/self/4-food/9.png,0.3248268961906433,0.9353405237197876,0.35960960388183594
quadratic,self,4-food,10,A painting of a girl holding an orange,data/quadratic/self/4-food/10.png,0.3188583254814148,0.9750384092330933,0.22343523800373077
quadratic,self,5-object,1,A photo of a book on the table,data/quadratic/self/5-object/1.png,0.20363308489322662,0.8104026317596436,0.61578768491745
quadratic,self,5-object,2,A photo of a cup on the table,data/quadratic/self/5-object/2.png,0.23866276443004608,0.9670553207397461,0.2566889226436615
quadratic,self,5-object,3,A photo of a lamp on the table,data/quadratic/self/5-object/3.png,0.26575911045074463,0.9071619510650635,0.4309012293815613
quadratic,self,5-object,4,A photo of a phone on the table,data/quadratic/self/5-object/4.png,0.26101449131965637,0.8167786002159119,0.6053450703620911
quadratic,self,5-object,5,A photo of a chair on the table,data/quadratic/self/5-object/5.png,0.24140438437461853,0.9295928478240967,0.3752521276473999
quadratic,self,5-object,6,A photo of a table on the table,data/quadratic/self/5-object/6.png,0.21568375825881958,0.9696616530418396,0.24632568657398224
quadratic,self,5-object,7,A photo of a pen on the table,data/quadratic/self/5-object/7.png,0.22728855907917023,0.9469135999679565,0.32584136724472046
quadratic,self,5-object,8,A photo of a key on the table,data/quadratic/self/5-object/8.png,0.21777215600013733,0.9173843860626221,0.4064858555793762
quadratic,self,5-object,9,A photo of a bag on the table,data/quadratic/self/5-object/9.png,0.19157394766807556,0.9311567544937134,0.37106120586395264
quadratic,self,5-object,10,A photo of a clock on the table,data/quadratic/self/5-object/10.png,0.20096386969089508,0.9173746109008789,0.40651029348373413
quadratic,self,6-plants,1,A drawing of a garden filled with roses,data/quadratic/self/6-plants/1.png,0.3545340597629547,0.949339747428894,0.3183091878890991
quadratic,self,6-plants,2,A drawing of a garden filled with tulips,data/quadratic/self/6-plants/2.png,0.3388823866844177,0.9424035549163818,0.3394007980823517
quadratic,self,6-plants,3,A drawing of a garden filled with daisies,data/quadratic/self/6-plants/3.png,0.3597140908241272,0.9354610443115234,0.35927411913871765
quadratic,self,6-plants,4,A drawing of a garden filled with lavender,data/quadratic/self/6-plants/4.png,0.30336329340934753,0.8784711956977844,0.4930087924003601
quadratic,self,6-plants,5,A drawing of a garden filled with lotus,data/quadratic/self/6-plants/5.png,0.3330860137939453,0.9230840802192688,0.39221417903900146
quadratic,self,6-plants,6,A drawing of a garden filled with orchids,data/quadratic/self/6-plants/6.png,0.32670146226882935,0.9298138618469238,0.3746633529663086
quadratic,self,6-plants,7,A drawing of a garden filled with peonies,data/quadratic/self/6-plants/7.png,0.3473408818244934,0.9664190411567688,0.2591564357280731
quadratic,self,6-plants,8,A drawing of a garden filled with violets,data/quadratic/self/6-plants/8.png,0.3281445801258087,0.9279548525810242,0.37959203124046326
quadratic,self,6-plants,9,A drawing of a garden filled with carnations,data/quadratic/self/6-plants/9.png,0.326163113117218,0.9531856179237366,0.3059879541397095
quadratic,self,6-plants,10,A drawing of a garden filled with hydrangeas,data/quadratic/self/6-plants/10.png,0.36284542083740234,0.9418835639953613,0.34092944860458374
quadratic,self,7-text,1,A magazine cover with the headline “FASHION”,data/quadratic/self/7-text/1.png,0.253104567527771,0.9765252470970154,0.21667833626270294
quadratic,self,7-text,2,A magazine cover with the headline “DESIGN”,data/quadratic/self/7-text/2.png,0.26203668117523193,0.9866863489151001,0.16317830979824066
quadratic,self,7-text,3,A magazine cover with the headline “TRENDS”,data/quadratic/self/7-text/3.png,0.2293802797794342,0.9924736618995667,0.1226898804306984
quadratic,self,7-text,4,A magazine cover with the headline “BEAUTY”,data/quadratic/self/7-text/4.png,0.25200825929641724,0.9631023406982422,0.2716529667377472
quadratic,self,7-text,5,A magazine cover with the headline “LIFESTYLE”,data/quadratic/self/7-text/5.png,0.2150549590587616,0.9898093938827515,0.14276222884655
quadratic,self,7-text,6,A magazine cover with the headline “MODERN”,data/quadratic/self/7-text/6.png,0.24948403239250183,0.9883409142494202,0.15270276367664337
quadratic,self,7-text,7,A magazine cover with the headline “ELEGANCE”,data/quadratic/self/7-text/7.png,0.24325615167617798,0.9700770378112793,0.24463380873203278
quadratic,self,7-text,8,A magazine cover with the headline “GLAMOUR”,data/quadratic/self/7-text/8.png,0.21448132395744324,0.958525538444519,0.28800860047340393
quadratic,self,7-text,9,A magazine cover with the headline “FEATURES”,data/quadratic/self/7-text/9.png,0.2480858713388443,0.9924976229667664,0.12249278277158737
quadratic,self,7-text,10,A magazine cover with the headline “INSPIRE”,data/quadratic/self/7-text/10.png,0.23316381871700287,0.9902253150939941,0.13981904089450836
quadratic,self,8-texture,1,A cup with a rough surface,data/quadratic/self/8-texture/1.png,0.311888188123703,0.9825760722160339,0.18667636811733246
quadratic,self,8-texture,2,A cup with a shiny surface,data/quadratic/self/8-texture/2.png,0.31841304898262024,0.9936068058013916,0.11307744681835175
quadratic,self,8-texture,3,A cup with a matte surface,data/quadratic/self/8-texture/3.png,0.3004039227962494,0.9508630037307739,0.3134867250919342
quadratic,self,8-texture,4,A cup with a soft surface,data/quadratic/self/8-texture/4.png,0.32634225487709045,0.9885472059249878,0.15134616196155548
quadratic,self,8-texture,5,A cup with a hard surface,data/quadratic/self/8-texture/5.png,0.30997756123542786,0.9838898777961731,0.17949999868869781
quadratic,self,8-texture,6,A cup with a sticky surface,data/quadratic/self/8-texture/6.png,0.3129505217075348,0.9629444479942322,0.2722337543964386
quadratic,self,8-texture,7,A cup with a wet surface,data/quadratic/self/8-texture/7.png,0.31984102725982666,0.9894315004348755,0.14538563787937164
quadratic,self,8-texture,8,A cup with a dry surface,data/quadratic/self/8-texture/8.png,0.31635186076164246,0.9944154024124146,0.10568408668041229
quadratic,self,8-texture,9,A cup with a grainy surface,data/quadratic/self/8-texture/9.png,0.33909422159194946,0.9648269414901733,0.26522836089134216
quadratic,self,8-texture,10,A cup with a fuzzy surface,data/quadratic/self/8-texture/10.png,0.32525789737701416,0.9885517358779907,0.15131539106369019
quadratic,self,9-Transportation,1,A drawing of a boy driving a truck,data/quadratic/self/9-Transportation/1.png,0.22810810804367065,0.9832559823989868,0.18299634754657745
quadratic,self,9-Transportation,2,A drawing of a boy driving a motorcycle,data/quadratic/self/9-Transportation/2.png,0.21394780278205872,0.9566787481307983,0.2943509817123413
quadratic,self,9-Transportation,3,A drawing of a boy driving a bus,data/quadratic/self/9-Transportation/3.png,0.2271336019039154,0.9843713045120239,0.17679625749588013
quadratic,self,9-Transportation,4,A drawing of a boy driving a bicycle,data/quadratic/self/9-Transportation/4.png,0.21400295197963715,0.927298367023468,0.3813178241252899
quadratic,self,9-Transportation,5,A drawing of a boy driving a scooter,data/quadratic/self/9-Transportation/5.png,0.1924668401479721,0.9886015057563782,0.1509850025177002
quadratic,self,9-Transportation,6,A drawing of a boy driving a train,data/quadratic/self/9-Transportation/6.png,0.2720778286457062,0.9407349228858948,0.34428155422210693
quadratic,self,9-Transportation,7,A drawing of a boy driving a submarine,data/quadratic/self/9-Transportation/7.png,0.2644714415073395,0.9423148036003113,0.3396618366241455
quadratic,self,9-Transportation,8,A drawing of a boy driving a helicopter,data/quadratic/self/9-Transportation/8.png,0.24843280017375946,0.9777446985244751,0.21097511053085327
quadratic,self,9-Transportation,9,A drawing of a boy driving a jet,data/quadratic/self/9-Transportation/9.png,0.2556157112121582,0.9826483726501465,0.1862873136997223
quadratic,self,9-Transportation,10,A drawing of a boy driving a spaceship,data/quadratic/self/9-Transportation/10.png,0.2157827615737915,0.9894475340843201,0.14527453482151031
quadratic,cross,0-animal,1,A photo of a cat riding a bicycle,data/quadratic/cross/0-animal/1.png,0.41399067640304565,0.8644033670425415,0.5207622647285461
quadratic,cross,0-animal,2,A photo of a dog riding a bicycle,data/quadratic/cross/0-animal/2.png,0.340290367603302,0.8500337600708008,0.5476609468460083
quadratic,cross,0-animal,3,A photo of a lion riding a bicycle,data/quadratic/cross/0-animal/3.png,0.3910239040851593,0.8865020275115967,0.4764409363269806
quadratic,cross,0-animal,4,A photo of a tiger riding a bicycle,data/quadratic/cross/0-animal/4.png,0.4333655834197998,0.8116378784179688,0.6137787699699402
quadratic,cross,0-animal,5,A photo of a rabbit riding a bicycle,data/quadratic/cross/0-animal/5.png,0.4269960820674896,0.8728376626968384,0.5043060183525085
quadratic,cross,0-animal,6,A photo of a panda riding a bicycle,data/quadratic/cross/0-animal/6.png,0.4295743405818939,0.8981078863143921,0.45142480731010437
quadratic,cross,0-animal,7,A photo of a fox riding a bicycle,data/quadratic/cross/0-animal/7.png,0.39958447217941284,0.9029874801635742,0.4404829144477844
quadratic,cross,0-animal,8,A photo of a wolf riding a bicycle,data/quadratic/cross/0-animal/8.png,0.3837727904319763,0.9038708209991455,0.4384729564189911
quadratic,cross,0-animal,9,A photo of a monkey riding a bicycle,data/quadratic/cross/0-animal/9.png,0.41782522201538086,0.8709458112716675,0.5080438852310181
quadratic,cross,0-animal,10,A photo of an elephant riding a bicycle,data/quadratic/cross/0-animal/10.png,0.40463948249816895,0.8671081066131592,0.5155424475669861
quadratic,cross,1-clothes,1,A portrait of a woman wearing a jacket,data/quadratic/cross/1-clothes/1.png,0.26430267095565796,0.7849274277687073,0.6558544039726257
quadratic,cross,1-clothes,2,A portrait of a woman wearing a sweater,data/quadratic/cross/1-clothes/2.png,0.29306620359420776,0.855246901512146,0.5380577445030212
quadratic,cross,1-clothes,3,A portrait of a woman wearing a skirt,data/quadratic/cross/1-clothes/3.png,0.24096786975860596,0.8495514392852783,0.5485408306121826
quadratic,cross,1-clothes,4,A portrait of a woman wearing a coat,data/quadratic/cross/1-clothes/4.png,0.25145676732063293,0.7919348478317261,0.6450815796852112
quadratic,cross,1-clothes,5,A portrait of a woman wearing a shirt,data/quadratic/cross/1-clothes/5.png,0.28199347853660583,0.8179910182952881,0.603338897228241
quadratic,cross,1-clothes,6,A portrait of a woman wearing a scarf,data/quadratic/cross/1-clothes/6.png,0.26904207468032837,0.9554757475852966,0.2984102964401245
quadratic,cross,1-clothes,7,A portrait of a woman wearing a hoodie,data/quadratic/cross/1-clothes/7.png,0.2703690528869629,0.6686980724334717,0.8140047192573547
quadratic,cross,1-clothes,8,A portrait of a woman wearing a blouse,data/quadratic/cross/1-clothes/8.png,0.26733994483947754,0.9435967206954956,0.3358667194843292
quadratic,cross,1-clothes,9,A portrait of a woman wearing a suit,data/quadratic/cross/1-clothes/9.png,0.29238361120224,0.7640913724899292,0.6868894696235657
quadratic,cross,1-clothes,10,A portrait of a woman wearing a vest,data/quadratic/cross/1-clothes/10.png,0.27844077348709106,0.8367866277694702,0.5713375806808472
quadratic,cross,2-color,1,A bear holding a red balloon.,data/quadratic/cross/2-color/1.png,0.34437134861946106,0.926732063293457,0.38280001282691956
quadratic,cross,2-color,2,A bear holding a yellow balloon.,data/quadratic/cross/2-color/2.png,0.33915191888809204,0.9151828289031982,0.4118666350841522
quadratic,cross,2-color,3,A bear holding a black balloon.,data/quadratic/cross/2-color/3.png,0.3243320882320404,0.957131028175354,0.2928108274936676
quadratic,cross,2-color,4,A bear holding a pink balloon.,data/quadratic/cross/2-color/4.png,0.3749241232872009,0.9391006827354431,0.348996639251709
quadratic,cross,2-color,5,A bear holding a white balloon.,data/quadratic/cross/2-color/5.png,0.3673340082168579,0.9460245370864868,0.3285587728023529
quadratic,cross,2-color,6,A bear holding a green balloon.,data/quadratic/cross/2-color/6.png,0.35377398133277893,0.9687458276748657,0.2500164806842804
quadratic,cross,2-color,7,A bear holding a purple balloon.,data/quadratic/cross/2-color/7.png,0.38230952620506287,0.956368088722229,0.2954044044017792
quadratic,cross,2-color,8,A bear holding a orange balloon.,data/quadratic/cross/2-color/8.png,0.37705034017562866,0.9344958066940308,0.36195099353790283
quadratic,cross,2-color,9,A bear holding a gray balloon.,data/quadratic/cross/2-color/9.png,0.33458924293518066,0.9545787572860718,0.3014008700847626
quadratic,cross,2-color,10,A bear holding a brown balloon.,data/quadratic/cross/2-color/10.png,0.36531302332878113,0.8775302767753601,0.49491366744041443
quadratic,cross,3-decorates,1,A cake decorated with strawberries,data/quadratic/cross/3-decorates/1.png,0.3154498040676117,0.8451548218727112,0.556498110294342
quadratic,cross,3-decorates,2,A cake decorated with blueberries,data/quadratic/cross/3-decorates/2.png,0.2873014211654663,0.8350562453269958,0.5743581652641296
quadratic,cross,3-decorates,3,A cake decorated with cream,data/quadratic/cross/3-decorates/3.png,0.289134681224823,0.7815254330635071,0.66102135181427
quadratic,cross,3-decorates,4,A cake decorated with sprinkles,data/quadratic/cross/3-decorates/4.png,0.30230557918548584,0.8620702028274536,0.5252234935760498
quadratic,cross,3-decorates,5,A cake decorated with almonds,data/quadratic/cross/3-decorates/5.png,0.30392223596572876,0.8774517774581909,0.49507203698158264
quadratic,cross,3-decorates,6,A cake decorated with cherries,data/quadratic/cross/3-decorates/6.png,0.2991676926612854,0.8535243272781372,0.5412496328353882
quadratic,cross,3-decorates,7,A cake decorated with mints,data/quadratic/cross/3-decorates/7.png,0.3140876591205597,0.8207334876060486,0.5987762808799744
quadratic,cross,3-decorates,8,A cake decorated with macarons,data/quadratic/cross/3-decorates/8.png,0.2639145851135254,0.9279114603996277,0.37970632314682007
quadratic,cross,3-decorates,9,A cake decorated with caramel,data/quadratic/cross/3-decorates/9.png,0.2625700831413269,0.9017722606658936,0.44323301315307617
quadratic,cross,3-decorates,10,A cake decorated with raspberries,data/quadratic/cross/3-decorates/10.png,0.3095643222332001,0.8665347099304199,0.5166530609130859
quadratic,cross,4-food,1,A painting of a girl holding an apple,data/quadratic/cross/4-food/1.png,0.39314112067222595,0.7513402700424194,0.7052087783813477
quadratic,cross,4-food,2,A painting of a girl holding a grape,data/quadratic/cross/4-food/2.png,0.40033864974975586,0.7063615322113037,0.7663399577140808
quadratic,cross,4-food,3,A painting of a girl holding a pineapple,data/quadratic/cross/4-food/3.png,0.3941987454891205,0.7448910474777222,0.7142954468727112
quadratic,cross,4-food,4,A painting of a girl holding a watermelon,data/quadratic/cross/4-food/4.png,0.3652982711791992,0.8465553522109985,0.5539759397506714
quadratic,cross,4-food,5,A painting of a girl holding a mango,data/quadratic/cross/4-food/5.png,0.3939295709133148,0.8013412952423096,0.6303313374519348
quadratic,cross,4-food,6,A painting of a girl holding a strawberry,data/quadratic/cross/4-food/6.png,0.4034822881221771,0.7323974967002869,0.7315770983695984
quadratic,cross,4-food,7,A painting of a girl holding a peach,data/quadratic/cross/4-food/7.png,0.37045031785964966,0.7814143896102905,0.661189079284668
quadratic,cross,4-food,8,A painting of a girl holding a papaya,data/quadratic/cross/4-food/8.png,0.34155261516571045,0.8013591766357422,0.6303027868270874
quadratic,cross,4-food,9,A painting of a girl holding a kiwi,data/quadratic/cross/4-food/9.png,0.37690654397010803,0.7618803977966309,0.690100908279419
quadratic,cross,4-food,10,A painting of a girl holding an orange,data/quadratic/cross/4-food/10.png,0.4066690504550934,0.7782754898071289,0.665919840335846
quadratic,cross,5-object,1,A photo of a book on the table,data/quadratic/cross/5-object/1.png,0.32226717472076416,0.7038149237632751,0.769655704498291
quadratic,cross,5-object,2,A photo of a cup on the table,data/quadratic/cross/5-object/2.png,0.33160147070884705,0.7692670822143555,0.6793124079704285
quadratic,cross,5-object,3,A photo of a lamp on the table,data/quadratic/cross/5-object/3.png,0.324087917804718,0.6876224875450134,0.7904143333435059
quadratic,cross,5-object,4,A photo of a phone on the table,data/quadratic/cross/5-object/4.png,0.28829967975616455,0.6503477096557617,0.8362441658973694
quadratic,cross,5-object,5,A photo of a chair on the table,data/quadratic/cross/5-object/5.png,0.2805522680282593,0.7306646108627319,0.7339419722557068
quadratic,cross,5-object,6,A photo of a table on the table,data/quadratic/cross/5-object/6.png,0.2831060290336609,0.7575078010559082,0.6964080333709717
quadratic,cross,5-object,7,A photo of a pen on the table,data/quadratic/cross/5-object/7.png,0.30630743503570557,0.6984634399414062,0.7765777707099915
quadratic,cross,5-object,8,A photo of a key on the table,data/quadratic/cross/5-object/8.png,0.2132594883441925,0.5947873592376709,0.900236189365387
quadratic,cross,5-object,9,A photo of a bag on the table,data/quadratic/cross/5-object/9.png,0.31798863410949707,0.742523193359375,0.7176024913787842
quadratic,cross,5-object,10,A photo of a clock on the table,data/quadratic/cross/5-object/10.png,0.3501843214035034,0.6777653098106384,0.8027883768081665
quadratic,cross,6-plants,1,A drawing of a garden filled with roses,data/quadratic/cross/6-plants/1.png,0.34885942935943604,0.8960902094841003,0.45587244629859924
quadratic,cross,6-plants,2,A drawing of a garden filled with tulips,data/quadratic/cross/6-plants/2.png,0.32430094480514526,0.8915517330169678,0.46572163701057434
quadratic,cross,6-plants,3,A drawing of a garden filled with daisies,data/quadratic/cross/6-plants/3.png,0.36701565980911255,0.9325031042098999,0.36741501092910767
quadratic,cross,6-plants,4,A drawing of a garden filled with lavender,data/quadratic/cross/6-plants/4.png,0.30431216955184937,0.8047124147415161,0.6249603033065796
quadratic,cross,6-plants,5,A drawing of a garden filled with lotus,data/quadratic/cross/6-plants/5.png,0.3464757800102234,0.8586087226867676,0.5317732691764832
quadratic,cross,6-plants,6,A drawing of a garden filled with orchids,data/quadratic/cross/6-plants/6.png,0.3393835425376892,0.8833773136138916,0.48295488953590393
quadratic,cross,6-plants,7,A drawing of a garden filled with peonies,data/quadratic/cross/6-plants/7.png,0.3338432013988495,0.9061731100082397,0.43319037556648254
quadratic,cross,6-plants,8,A drawing of a garden filled with violets,data/quadratic/cross/6-plants/8.png,0.3174927830696106,0.9061957597732544,0.4331377446651459
quadratic,cross,6-plants,9,A drawing of a garden filled with carnations,data/quadratic/cross/6-plants/9.png,0.3210161328315735,0.9178385138511658,0.40536752343177795
quadratic,cross,6-plants,10,A drawing of a garden filled with hydrangeas,data/quadratic/cross/6-plants/10.png,0.34999197721481323,0.9138903021812439,0.41499313712120056
quadratic,cross,7-text,1,A magazine cover with the headline “FASHION”,data/quadratic/cross/7-text/1.png,0.2524451017379761,0.9520019888877869,0.3098321259021759
quadratic,cross,7-text,2,A magazine cover with the headline “DESIGN”,data/quadratic/cross/7-text/2.png,0.23889115452766418,0.848724365234375,0.5500463843345642
quadratic,cross,7-text,3,A magazine cover with the headline “TRENDS”,data/quadratic/cross/7-text/3.png,0.21876367926597595,0.8691315650939941,0.5116021633148193
quadratic,cross,7-text,4,A magazine cover with the headline “BEAUTY”,data/quadratic/cross/7-text/4.png,0.26992493867874146,0.8360694646835327,0.5725914835929871
quadratic,cross,7-text,5,A magazine cover with the headline “LIFESTYLE”,data/quadratic/cross/7-text/5.png,0.21254582703113556,0.9777952432632446,0.21073533594608307
quadratic,cross,7-text,6,A magazine cover with the headline “MODERN”,data/quadratic/cross/7-text/6.png,0.23754648864269257,0.8979783058166504,0.4517116844654083
